RecordNum,Gender,AcademicClassYr,Ethnicity,MathPlacement,LastGPA,HSGPA,MaxHS_GPA_Scale,TestUsed,MaxMath,MaxVerbal,Calc1Number,Calc1LastGrade,Calc1LastQP,Phys1Grade,PhysicsITimes,P1_PrevGrade
1,MALE,2020,TwoOrMore,3111,2.98,3.8,4,ACT,630,630,1,C+,2.3,B+,1,N
2,MALE,2020,White,3111,3.06,89.88,100,ACT,800,580,1,B,3,B,1,N
3,MALE,2020,White,3111,3.26,0,0,SAT,550,600,1,B,3,B,1,N
4,MALE,2020,Black,3111,2.6,3.01,4,ACT,630,540,1,D,1,C,1,N
5,FEMALE,2020,White,3111,3.52,3.76,4,ACT,680,600,1,B,3,B+,1,N
6,FEMALE,2020,Hispanic,3211,2.51,100,100,SAT,680,760,0,,,,0,N
7,FEMALE,2020,TwoOrMore,3111,3.81,4,4,SAT,680,620,1,H,4,H,1,N
8,MALE,2020,White,3111,2.97,3.88,5.25,SAT,630,600,1,D,1,C,1,N
9,FEMALE,2020,Black,3111,3.26,0,0,SAT,500,570,1,C,2,B-,1,N
10,MALE,2020,Black,3111,3.08,3.81,4,SAT,620,520,1,D,1,B-,1,N
11,FEMALE,2020,White,3111,2.85,4,4,ACT,620,740,1,B,3,C+,1,N
12,FEMALE,2020,White,3111,3.62,4,4,ACT,700,740,1,A-,3.7,A-,1,N
13,MALE,2020,White,3111,3.62,3.95,4,SAT,660,600,1,B+,3.3,A,1,N
14,FEMALE,2020,Hispanic,3111,3.1,4,4,SAT,760,740,1,B,3,B+,1,N
15,FEMALE,2020,White,3111,3.39,3.92,4,ACT,790,740,1,B,3,H,1,N
16,MALE,2020,TwoOrMore,3111,3.57,3.74,4,ACT,740,630,1,B+,3.3,B-,1,N
17,MALE,2020,White,3111,3.73,3.76,4,SAT,650,670,1,A-,3.7,B+,1,N
18,MALE,2020,White,3115,2.28,3.6,4,ACT,700,660,0,,,B+,1,N
19,MALE,2020,White,3111,3.06,4,4,SAT,700,680,1,C+,2.3,B+,1,N
20,MALE,2020,White,3111,3.78,91,100,SAT,740,520,1,H,4,H,1,N
21,MALE,2020,White,3111,3.7,3.93,4,ACT,720,780,1,W,,W,1,N
22,FEMALE,2020,Black,3107,1.54,0,0,ACT,480,740,1,F,0,,0,N
23,FEMALE,2020,TwoOrMore,3107,3.51,3.89,4,SAT,610,500,1,B+,3.3,B+,1,N
24,MALE,2020,Hispanic,3111,3.16,3.86,4,SAT,670,680,1,B+,3.3,B,1,N
25,MALE,2020,Decline to answer,3111,3.08,3.74,4,ACT,660,740,1,B+,3.3,B-,1,N
26,MALE,2020,White,3111,3.13,3.66,4,SAT,680,640,1,B,3,A-,1,N
27,MALE,2020,White,3111,2.9,4,4,SAT,660,530,1,A-,3.7,B,1,N
28,FEMALE,2020,White,3111,3.66,96.4,100,SAT,670,620,1,A-,3.7,A,1,N
29,FEMALE,2020,White,3107,3.5,94.77,100,ACT,610,600,1,C+,2.3,A,1,N
30,MALE,2020,White,3115,3.33,97.25,100,SAT,660,650,0,,,B,1,N
31,FEMALE,2020,White,3107,3.17,4,4,ACT,600,660,1,C,2,C+,1,N
32,FEMALE,2020,White,3111,2.98,91.9,100,ACT,630,710,1,C-,1.7,B-,1,N
33,MALE,2020,White,3111,2.82,3.52,4,ACT,650,630,1,C-,1.7,B-,1,N
34,FEMALE,2020,White,3111,3.72,3.98,4,ACT,670,710,1,A,4,A,1,N
35,MALE,2020,White,3111,3.67,3.98,4,SAT,650,660,1,A-,3.7,B,1,N
36,FEMALE,2020,White,3111,3.77,4,4,SAT,650,550,1,A,4,A-,1,N
37,MALE,2020,Hispanic,3111,3.32,3.83,4,ACT,630,680,1,C,2,C+,1,N
38,MALE,2020,White,3111,3.07,4,4,ACT,630,720,1,D,1,B,1,N
39,MALE,2020,Asian,3115,3.2,4,4,SAT,720,580,0,,,A,1,N
40,FEMALE,2020,White,3111,3.32,0,0,SAT,630,550,1,C+,2.3,B-,1,N
41,FEMALE,2020,White,3107,2.88,0,0,SAT,560,620,1,C,2,B,1,N
42,MALE,2020,TwoOrMore,3111,2.94,3.56,4,SAT,640,560,1,B+,3.3,C+,1,N
43,FEMALE,2020,White,3111,2.98,0,0,SAT,630,610,1,C-,1.7,C,1,N
44,FEMALE,2020,Hispanic,3107,2.4,0,0,SAT,540,500,1,C,2,C-,1,N
45,MALE,2020,White,3111,3.38,3.62,4,ACT,610,680,1,C-,1.7,B,1,N
46,MALE,2020,TwoOrMore,3111,1.03,2.96,4,SAT,650,640,2,W,,F,1,N
47,MALE,2020,White,3111,3.49,3.38,4,ACT,660,790,1,C-,1.7,B,1,N
48,FEMALE,2020,White,3115,2.84,3.49,4,ACT,740,680,0,,,B-,1,N
49,MALE,2020,White,3115,3.26,3.93,4,SAT,740,690,0,,,B,1,N
50,MALE,2020,Hispanic,3107,3.33,91.2,100,SAT,650,680,1,D,1,A,1,N
51,FEMALE,2020,Black,3111,2.12,3.27,4,ACT,660,600,1,C,2,C,1,N
52,MALE,2020,TwoOrMore,3111,2.7,3.29,4,SAT,720,720,1,A,4,A,1,N
53,MALE,2020,White,3111,3,3.77,4,ACT,660,600,1,W,,W,1,N
54,MALE,2020,White,3111,3.43,3.72,4,SAT,620,620,1,B-,2.7,A,1,N
55,FEMALE,2020,TwoOrMore,3111,3.42,3.81,4,ACT,760,780,1,B+,3.3,A-,1,N
56,FEMALE,2020,White,3111,3.17,3.37,4,ACT,630,660,1,B,3,B-,1,N
57,FEMALE,2020,,3213,3.44,3.49,4,ACT,540,500,0,,,,0,N
58,FEMALE,2020,TwoOrMore,3111,3.16,4,4,SAT,640,630,1,B,3,B+,1,N
59,FEMALE,2020,White,3111,3.63,98.95,100,SAT,660,640,1,A-,3.7,B+,1,N
60,MALE,2020,Black,3111,2.08,0,0,SAT,620,450,1,B,3,B-,1,N
61,FEMALE,2020,White,3111,2.86,3.71,4,SAT,630,650,1,C,2,B,1,N
62,MALE,2020,White,3111,2.83,85.06,100,ACT,660,600,2,D,1,C,1,N
63,FEMALE,2020,White,3111,3.33,3.89,4,SAT,660,800,1,B,3,A-,1,N
64,FEMALE,2020,TwoOrMore,3107,3.16,0,0,SAT,590,600,2,C+,2.3,B-,1,N
65,FEMALE,2020,White,3111,3.83,96,100,SAT,680,720,1,A,4,B+,1,N
66,MALE,2020,White,3115,3.98,98.75,100,SAT,660,660,0,,,A,1,N
67,FEMALE,2020,White,3111,3.44,3.8,4,ACT,650,790,1,B-,2.7,B,1,N
68,FEMALE,2020,White,3111,2.91,3.88,4.5,SAT,700,550,1,B+,3.3,B-,1,N
69,MALE,2020,TwoOrMore,3111,3,3.6,4,ACT,680,600,1,B+,3.3,B+,1,N
70,MALE,2020,TwoOrMore,3111,2.66,3.61,4,SAT,570,630,1,C-,1.7,C,1,N
71,MALE,2020,TwoOrMore,3111,3.85,3.98,4,ACT,700,660,1,B,3,A,1,N
72,MALE,2020,International Cadet,3111,1.99,3.5,4,SAT,600,600,2,C,2,C-,1,N
73,MALE,2022,White,3107,3.37,0,0,SAT,650,630,1,D,1,D,1,N
74,MALE,2020,White,3111,3.18,4,4,SAT,680,580,1,C+,2.3,B-,1,N
75,MALE,2020,White,3111,3.97,4,4,ACT,760,790,1,H,4,H,1,N
76,FEMALE,2020,White,3111,2.98,3.97,4,ACT,660,600,1,C-,1.7,B-,1,N
77,FEMALE,2020,Hispanic,3111,3.26,0,0,ACT,680,660,1,A-,3.7,B+,1,N
78,MALE,2020,White,3111,2.99,3.81,4,SAT,680,590,1,C-,1.7,C-,1,N
79,MALE,2020,,3213,4,3.49,4,ACT,540,500,0,,,,0,N
80,FEMALE,2020,TwoOrMore,3115,3.1,0,0,SAT,670,490,0,,,B,1,N
81,MALE,2020,White,3111,2.84,4.05,4.5,SAT,710,520,1,B,3,B-,1,N
82,MALE,2020,White,3111,3.96,3.95,4,ACT,680,790,1,A,4,A,1,N
83,FEMALE,2020,White,3111,2.68,0,0,SAT,640,620,2,C-,1.7,C,1,N
84,FEMALE,2020,Black,3107,3.12,0,0,ACT,560,600,1,D,1,B-,1,N
85,MALE,2020,White,3115,3.18,0,0,SAT,640,680,0,,,A-,1,N
86,MALE,2020,White,3111,3.17,3.63,4,SAT,690,630,1,B,3,A-,1,N
87,MALE,2020,White,3111,2.91,3.54,4,SAT,640,500,1,C-,1.7,C+,1,N
88,FEMALE,2020,Hispanic,3107,3.02,3.26,4,ACT,580,560,1,D,1,C,1,N
89,MALE,2020,Black,3111,2.42,4,4,SAT,590,620,1,C-,1.7,C,1,N
90,MALE,2020,White,3111,3.69,3.95,4,SAT,600,560,1,A,4,A,1,N
91,MALE,2020,White,3107,3.22,0,0,SAT,580,550,1,C,2,C,1,N
92,MALE,2020,White,3115,2.56,3.83,4,SAT,710,580,0,,,B+,1,N
93,MALE,2020,Hispanic,3111,3.49,3.93,4,ACT,700,740,1,A-,3.7,B+,1,N
94,FEMALE,2020,White,3107,2.94,0,0,SAT,520,600,1,C,2,C-,1,N
95,MALE,2020,White,3115,3.35,92.81,100,SAT,760,620,0,,,A,1,N
96,FEMALE,2020,White,3111,3.7,4,4,ACT,610,680,1,A,4,A-,1,N
97,MALE,2020,White,3115,2.76,3.51,4,SAT,660,640,0,,,C+,1,N
98,MALE,2020,White,3111,1.81,3.88,4,ACT,650,600,2,D,1,C-,1,N
99,MALE,2020,White,3111,2.9,4.39,5,ACT,700,710,1,B-,2.7,C-,1,N
100,MALE,2020,White,3107,3.36,3.92,4,SAT,620,630,1,C-,1.7,B,1,N
101,FEMALE,2020,White,3107,3.14,3.82,4,SAT,620,720,1,C,2,C+,1,N
102,FEMALE,2020,White,3111,2.88,3.2,4,ACT,650,740,2,C,2,F,2,F
103,MALE,2020,Asian,3111,3.55,3.97,4,SAT,660,660,1,A-,3.7,B+,1,N
104,MALE,2020,White,3111,3.72,96.8,100,SAT,650,590,1,B+,3.3,B+,1,N
105,FEMALE,2020,White,3111,3.33,3.32,4,SAT,680,680,1,B,3,B-,1,N
106,FEMALE,2020,White,3115,3.2,5,5.45,ACT,680,790,0,,,,0,N
107,MALE,2020,White,3111,3.12,85.31,100,SAT,620,550,1,C,2,B-,1,N
108,FEMALE,2020,White,3111,3.34,0,0,ACT,600,710,1,B-,2.7,B,1,N
109,MALE,2020,,3213,3.68,3.49,4,ACT,540,500,0,,,,0,N
110,FEMALE,2020,White,3111,3.96,4,4,ACT,660,710,1,A,4,,0,N
111,MALE,2020,White,3111,3.24,3.79,4,SAT,600,500,1,C,2,C,1,N
112,FEMALE,2020,Asian,3111,3.3,4,4,ACT,660,680,1,B,3,C+,1,N
113,FEMALE,2020,White,3107,2.8,3.72,4,ACT,630,630,2,C-,1.7,B,1,N
114,MALE,2020,White,3111,3.72,3.98,4,ACT,660,710,1,H,4,A,1,N
115,FEMALE,2020,White,3111,3.12,3.87,4,ACT,650,790,1,B+,3.3,B+,1,N
116,FEMALE,2020,White,3115,3.99,4,4,ACT,790,800,0,,,H,1,N
117,FEMALE,2020,White,3111,3.67,3.88,4,ACT,650,740,1,B+,3.3,A-,1,N
118,MALE,2020,Asian,3111,3.21,91.66,100,SAT,730,720,1,B,3,,0,N
119,FEMALE,2020,White,3115,3.51,3.96,4,ACT,660,800,0,,,,0,N
120,MALE,2020,White,3115,3.53,4,4,ACT,610,800,0,,,A-,1,N
121,MALE,2020,Asian,3111,0.65,3.5,4,ACT,600,580,2,W,,F,1,N
122,MALE,2020,White,3111,3.44,4,4,SAT,710,690,1,B,3,B+,1,N
123,FEMALE,2020,White,3115,3.65,4,4,ACT,760,800,0,,,A,1,N
124,MALE,2020,Asian,3211,3.81,3.63,4,SAT,720,660,0,,,,0,N
125,FEMALE,2020,Black,3107,2.86,0,0,SAT,530,580,1,C,2,C-,1,N
126,FEMALE,2020,White,3111,2.36,0,0,SAT,520,650,2,D,1,B,1,N
127,MALE,2020,White,3107,3.02,3.54,4,SAT,590,610,1,C,2,B+,1,N
128,MALE,2020,TwoOrMore,3115,2.88,87.9,100,SAT,740,590,0,,,A-,1,N
129,MALE,2020,White,3111,3.74,3.77,4,ACT,690,780,1,A,4,H,1,N
130,MALE,2020,White,3111,2.52,3.8,4,SAT,690,660,1,C+,2.3,C,1,N
131,MALE,2020,Asian,3115,2.67,3.67,4,ACT,740,520,0,,,C,1,N
132,MALE,2020,White,3215,3.81,4,4,SAT,740,650,0,,,,0,N
133,MALE,2020,White,3111,3.24,3.57,4,SAT,650,530,1,B,3,C+,1,N
134,FEMALE,2020,White,3107,2.44,0,0,SAT,530,540,1,D,1,C,1,N
135,MALE,2020,Black,3111,3.47,3.33,4,ACT,630,660,1,B-,2.7,A-,1,N
136,FEMALE,2020,White,3111,3.66,4,4,ACT,630,660,1,B+,3.3,B+,1,N
137,FEMALE,2020,White,3111,3.59,3.9,4,SAT,680,680,1,B,3,A-,1,N
138,FEMALE,2020,White,3111,2.58,0,0,ACT,610,790,2,D,1,C,1,N
139,MALE,2020,White,3111,3.31,3.87,4,ACT,630,560,1,B,3,C,1,N
140,FEMALE,2020,White,3111,3.17,3.65,4,ACT,630,580,2,D,1,C-,1,N
141,MALE,2020,Asian,3111,2.8,3.31,4,SAT,670,610,1,C+,2.3,B-,1,N
142,MALE,2020,White,3111,3.29,3.91,4,ACT,660,800,1,B,3,B+,1,N
143,MALE,2020,White,3111,3.13,0,0,SAT,650,720,1,C,2,B-,1,N
144,MALE,2020,Hispanic,3107,2.86,3.51,4,SAT,650,620,1,D,1,C+,1,N
145,FEMALE,2020,White,3111,2.82,3.84,4,ACT,610,680,1,C-,1.7,C,1,N
146,MALE,2020,White,3111,3.73,3.82,4,SAT,720,650,1,A,4,A,1,N
147,MALE,2020,White,3111,3.35,3.83,4,ACT,630,600,1,D,1,B-,1,N
148,MALE,2020,Black,3107,0.8,0,0,SAT,430,580,0,,,,0,N
149,MALE,2020,White,3115,3,96,100,SAT,760,610,0,,,A,1,N
150,MALE,2020,White,3111,2.05,4.13,4.87,SAT,800,600,1,C,2,C,1,N
151,FEMALE,2020,TwoOrMore,3111,3.79,3.99,4,ACT,630,600,1,A,4,B-,1,N
152,FEMALE,2020,Black,3111,3.59,0,0,ACT,580,580,1,C,2,B+,1,N
153,FEMALE,2020,TwoOrMore,3111,2.8,3.88,4,SAT,680,660,1,C+,2.3,B,1,N
154,MALE,2020,White,3111,2.93,88,100,SAT,740,600,1,C,2,C+,1,N
155,MALE,2020,TwoOrMore,3111,2.89,3.94,4,SAT,650,630,1,C-,1.7,B+,1,N
156,MALE,2020,TwoOrMore,3115,2.82,3.37,4,SAT,750,640,0,,,C,1,N
157,MALE,2020,Hispanic,3115,3.16,3.54,4,SAT,690,720,0,,,C+,1,N
158,MALE,2020,Asian,3115,3.85,3.68,4,SAT,720,390,0,,,,0,N
159,FEMALE,2020,White,3111,3.26,3.68,4,ACT,610,600,1,A,4,B+,1,N
160,MALE,2020,White,3111,1.85,3.34,4,SAT,680,660,2,D,1,C+,1,N
161,FEMALE,2020,White,3111,#N/A,3.72,4,SAT,610,680,1,W,,,0,N
162,MALE,2020,White,3111,2.53,3.61,4,ACT,680,740,1,C-,1.7,B,1,N
163,MALE,2020,Asian,3111,2.67,4,4,ACT,680,580,1,B,3,C+,2,F
164,MALE,2020,Black,3111,2.53,3.5,4,SAT,720,630,1,D,1,C-,1,N
165,MALE,2020,Asian,3111,3.68,96.31,100,SAT,680,640,1,A,4,A,1,N
166,FEMALE,2020,White,3111,3.22,4,4,SAT,680,670,1,B,3,B+,1,N
167,FEMALE,2020,White,3111,3.3,3.53,4,SAT,710,630,1,B+,3.3,A-,1,N
168,MALE,2020,Black,3111,2.63,0,0,SAT,500,440,1,B-,2.7,B-,1,N
169,FEMALE,2020,White,3111,2.27,3.92,4,ACT,600,630,1,D,1,C-,1,N
170,FEMALE,2020,Asian,3111,2.77,0,0,SAT,510,600,2,D,1,C-,1,N
171,MALE,2020,White,3115,3.62,95,100,ACT,700,630,0,,,A-,1,N
172,MALE,2020,TwoOrMore,3111,3.16,4,4,SAT,740,680,1,A,4,A-,1,N
173,MALE,2020,White,3111,3.35,3.8,4.5,SAT,610,630,1,B,3,C+,1,N
174,MALE,2020,White,3107,1.88,3.58,4,ACT,650,660,2,C-,1.7,C-,1,N
175,MALE,2020,White,3111,3.09,0,0,SAT,600,550,2,B,3,C+,1,N
176,MALE,2020,White,3111,3.81,3.96,4,SAT,800,720,1,A-,3.7,H,1,N
177,FEMALE,2020,White,3111,4,3.25,4,ACT,610,560,1,W,,,0,N
178,MALE,2020,White,3111,3.88,3.93,4,SAT,670,610,1,A,4,,0,N
179,FEMALE,2020,White,3111,3.15,4,4,ACT,650,680,1,B,3,B,1,N
180,MALE,2020,White,3111,3.53,3.9,4,ACT,650,660,1,C+,2.3,A,1,N
181,FEMALE,2020,White,3111,3.63,3.98,4,SAT,640,780,1,B+,3.3,B-,1,N
182,FEMALE,2020,White,3111,3.47,3.95,4,ACT,650,660,1,A,4,B,1,N
183,MALE,2020,White,3111,3.27,3.98,4,SAT,600,590,1,C+,2.3,C+,1,N
184,MALE,2020,White,3115,3.16,3.98,4,SAT,680,650,0,,,A,1,N
185,MALE,2020,White,3111,3.32,3.52,4,ACT,660,630,1,A-,3.7,B+,1,N
186,MALE,2020,White,3111,3.23,3.26,4,SAT,710,630,1,B+,3.3,,0,N
187,MALE,2020,TwoOrMore,3111,3.28,3.59,4,ACT,670,660,1,B-,2.7,B,1,N
188,FEMALE,2020,White,3111,3.57,0,0,SAT,660,660,1,A,4,B,1,N
189,MALE,2020,White,3111,1.84,3.6,4,ACT,600,600,1,D,1,C-,1,N
190,FEMALE,2020,TwoOrMore,3115,3.55,3.85,4,ACT,760,710,0,,,,0,N
191,MALE,2020,White,3111,3.26,87.49,100,ACT,630,710,2,C+,2.3,B-,1,N
192,MALE,2020,Black,3107,3.24,0,0,ACT,520,520,1,C-,1.7,C+,1,N
193,MALE,2020,White,3111,2.25,3.47,4,SAT,640,630,1,C-,1.7,B-,1,N
194,FEMALE,2020,White,3111,3.76,4,4,ACT,650,600,1,H,4,A,1,N
195,MALE,2020,Asian,3111,3.56,3.88,4,SAT,660,570,1,A-,3.7,A,1,N
196,MALE,2020,White,3107,2.79,3.6,4,ACT,630,740,2,C+,2.3,C-,1,N
197,MALE,2020,Hispanic,3111,3.8,3.76,4,ACT,630,570,1,H,4,B+,1,N
198,FEMALE,2020,White,3111,3.37,3.89,4,ACT,600,560,1,A-,3.7,C+,1,N
199,MALE,2020,White,3115,3.62,4,4,SAT,800,630,0,,,A,1,N
200,MALE,2020,White,3115,3.95,4.24,4.25,SAT,770,700,0,,,,0,N
201,MALE,2020,White,3111,3.1,3.89,4,ACT,630,680,1,C-,1.7,C+,1,N
202,FEMALE,2020,Asian,3111,3.64,3.3,4,SAT,690,650,1,A,4,B+,1,N
203,MALE,2020,Asian,3111,2.61,0,0,SAT,680,560,1,B+,3.3,B-,1,N
204,MALE,2020,White,3111,3.54,4,4,ACT,600,740,1,C,2,B-,1,N
205,MALE,2020,White,3107,3.54,3.4,4,ACT,610,660,1,C-,1.7,A-,1,N
206,MALE,2021,International Cadet,3107,2.85,3.5,4,SAT,600,600,2,C,2,C-,1,N
207,MALE,2020,White,3115,3.38,4,4,ACT,740,710,0,,,B+,1,N
208,MALE,2020,White,3107,2.82,3.48,4,ACT,650,790,2,C+,2.3,C+,1,N
209,MALE,2020,Hispanic,3111,3.38,3.25,4,SAT,640,650,1,B-,2.7,B+,1,N
210,MALE,2020,White,3111,3.77,3.98,4,ACT,650,600,1,A,4,H,1,N
211,MALE,2020,Decline to answer,3111,2.71,3.57,4,SAT,630,530,1,C+,2.3,B+,1,N
212,FEMALE,2020,Hispanic,3111,3.81,4,4,SAT,640,660,1,H,4,H,1,N
213,MALE,2020,Hispanic,3111,1.32,97.3,100,ACT,580,540,2,D,1,F,1,N
214,FEMALE,2020,,3213,3.55,3.49,4,ACT,540,500,0,,,,0,N
215,MALE,2020,White,3111,0.96,88.11,100,ACT,640,710,2,W,,F,1,N
216,FEMALE,2020,TwoOrMore,3111,3.39,3.91,4,SAT,620,610,1,A,4,B,1,N
217,MALE,2020,White,3111,3.59,3.91,4,ACT,660,710,1,B,3,A,1,N
218,FEMALE,2020,International Cadet,3107,3.73,3.5,4,SAT,600,600,1,A,4,A,1,N
219,FEMALE,2020,International Cadet,3111,3.2,3.5,4,SAT,600,600,1,C,2,B+,1,N
220,MALE,2020,White,3111,3.9,89.81,100,SAT,630,660,1,A,4,A,1,N
221,MALE,2020,White,3111,3.65,0,0,SAT,710,620,1,A,4,A,1,N
222,MALE,2020,White,3107,1.79,0,0,ACT,540,580,1,W,,W,1,N
223,FEMALE,2020,White,3115,3.23,94.5,100,SAT,610,670,0,,,B,1,N
224,FEMALE,2020,White,3115,3.71,3.88,4,SAT,680,670,0,,,A-,1,N
225,MALE,2020,White,3111,3.12,90,100,ACT,740,800,1,C-,1.7,B,1,N
226,MALE,2020,TwoOrMore,3211,3.42,3.69,4,ACT,680,740,0,,,H,1,N
227,MALE,2020,International Cadet,3111,2.93,3.5,4,SAT,600,600,1,B-,2.7,B+,1,N
228,MALE,2020,Hispanic,3107,2.82,3.95,4,SAT,640,620,1,D,1,C,1,N
229,MALE,2020,White,3111,2.42,0,0,ACT,630,490,1,C,2,C-,1,N
230,MALE,2020,Hispanic,3107,2.67,92,100,ACT,630,600,1,D,1,C,1,N
231,MALE,2020,White,3111,3.27,3.78,4,SAT,610,610,1,A,4,B+,1,N
232,FEMALE,2020,Asian,3107,3.09,0,0,SAT,550,520,1,D,1,C+,1,N
233,MALE,2020,Hispanic,3111,3.02,3.4,4,SAT,650,680,1,C-,1.7,B-,1,N
234,MALE,2020,White,3111,2.44,3.49,4,SAT,660,640,1,C,2,D,1,N
235,MALE,2020,Black,3111,3.31,3.8,4,ACT,610,800,1,C,2,B-,1,N
236,MALE,2020,TwoOrMore,3211,3.07,3.6,4,ACT,620,740,0,,,B-,1,N
237,MALE,2020,Black,3107,3.3,0,0,SAT,490,490,1,B-,2.7,C+,1,N
238,MALE,2020,Hispanic,3111,3.55,3.46,4,SAT,670,660,1,B,3,B+,1,N
239,MALE,2020,Hispanic,3111,3.41,101.4,105,ACT,600,740,1,B-,2.7,B-,1,N
240,MALE,2020,TwoOrMore,3115,3.07,3.8,4,SAT,670,540,0,,,B+,1,N
241,MALE,2020,White,3111,2.77,3.58,4,SAT,710,710,1,C+,2.3,C+,1,N
242,FEMALE,2020,White,3211,3.71,3.9,4,ACT,700,600,0,,,A-,1,N
243,FEMALE,2020,White,3111,3.16,3.59,4,SAT,730,660,1,A-,3.7,B-,1,N
244,FEMALE,2020,White,3111,2.51,3.09,4,SAT,600,600,2,D,1,C,1,N
245,MALE,2020,White,3111,3.66,98.81,100,SAT,650,600,1,H,4,A-,1,N
246,MALE,2020,White,3111,3.67,3.95,4,SAT,660,620,1,A,4,B+,1,N
247,FEMALE,2020,TwoOrMore,3111,3.22,3.78,4,SAT,650,600,1,B,3,B-,1,N
248,FEMALE,2020,White,3111,3.85,4,4,ACT,660,790,1,A,4,,0,N
249,MALE,2020,White,3111,3.4,3.66,4,SAT,630,610,1,C,2,A,1,N
250,MALE,2020,Hispanic,3111,2.63,3.59,4,ACT,600,540,2,C-,1.7,B+,2,F
251,FEMALE,2020,Hispanic,3111,2.92,3.83,4,ACT,610,520,1,C,2,B-,1,N
252,MALE,2020,White,3115,3.17,4,4,ACT,650,630,0,,,H,1,N
253,FEMALE,2020,TwoOrMore,3111,3.39,3.85,4,ACT,680,740,1,A-,3.7,B+,1,N
254,MALE,2020,White,3111,3.79,4,4,ACT,650,680,1,A-,3.7,H,1,N
255,MALE,2020,Black,3111,2.41,3.34,4,SAT,590,630,1,B,3,F,2,F
256,MALE,2020,White,3111,3.6,4,4,SAT,680,680,1,B+,3.3,B+,1,N
257,MALE,2020,White,3111,3.83,3.98,4,ACT,610,680,1,A-,3.7,B+,1,N
258,FEMALE,2020,White,3111,3.41,4,4,SAT,610,560,1,B+,3.3,B+,1,N
259,FEMALE,2020,White,3115,2.94,4,4,SAT,610,630,0,,,C,1,N
260,MALE,2020,White,3211,3.92,3.98,4,ACT,700,750,0,,,,0,N
261,MALE,2020,Hispanic,3111,3.39,94.95,100,SAT,640,610,1,C+,2.3,B,1,N
262,FEMALE,2020,White,3111,3,3.56,4,ACT,610,710,1,C-,1.7,B-,1,N
263,FEMALE,2020,White,3111,3.13,4,4,ACT,600,600,1,B,3,B,1,N
264,FEMALE,2020,White,3111,3.37,3.97,4,ACT,610,780,1,B,3,B+,1,N
265,FEMALE,2020,Hispanic,3111,3.56,3.97,4,ACT,630,630,1,B+,3.3,B+,1,N
266,MALE,2020,Black,3111,3.08,0,0,SAT,600,590,1,B-,2.7,B-,1,N
267,MALE,2020,White,3107,2.76,3.32,4,SAT,550,680,2,D,1,C+,1,N
268,MALE,2020,White,3115,3.97,4,4,SAT,680,770,0,,,H,1,N
269,FEMALE,2020,White,3111,3.59,3.98,4,ACT,680,680,1,A-,3.7,H,1,N
270,MALE,2020,White,3111,2.75,0,0,SAT,550,520,2,D,1,C,1,N
271,MALE,2020,International Cadet,3107,2.74,3.5,4,SAT,600,600,2,C,2,C,1,N
272,FEMALE,2020,White,3111,3.8,0,0,ACT,660,580,1,A-,3.7,B,1,N
273,FEMALE,2020,White,3111,3.07,4,4,ACT,600,790,1,C,2,C,1,N
274,MALE,2020,TwoOrMore,3115,2.21,3.73,4,ACT,660,710,0,,,C,1,N
275,MALE,2020,Hispanic,3107,3.03,0,0,ACT,580,660,2,D,1,C,1,N
276,MALE,2020,Black,3107,3.25,4,4,SAT,580,530,1,B+,3.3,A-,1,N
277,FEMALE,2020,Black,3111,3.23,0,0,ACT,540,490,2,B,3,C+,1,N
278,FEMALE,2020,White,3111,3.18,3.88,4,ACT,630,680,1,B-,2.7,B+,1,N
279,FEMALE,2020,White,3111,3.33,3.85,4,ACT,630,710,1,C-,1.7,B+,1,N
280,MALE,2020,TwoOrMore,3111,3.31,3.92,4,SAT,730,640,1,A,4,B+,1,N
